id,urgencia,cliente,tipo_servico,origem,tempo_espera,descricao,status,peso_urgencia,peso_origem,tempo_espera_norm,score_priorizacao
7562,Média,Cliente I,Nuvem,WhatsApp,117,Lentidão,Resolvido,2,2.5,0.583756345177665,13.501269035532996
7563,Baixa,Cliente E,Internet,Telefone,3,Falha total,Aberto,1,2.0,0.005076142131979695,9.01522842639594
7564,Alta,Cliente I,Internet,Email,77,Lentidão,Em andamento,4,1.5,0.38071065989847713,19.39213197969543
7565,Média,Cliente I,Internet,Autoatendimento,11,Falha total,Resolvido,2,1.0,0.04568527918781726,9.637055837563452
7566,Crítica,Cliente H,Telefone,App,77,Erro de cobrança,Aberto,8,2.0,0.38071065989847713,38.142131979695435
7567,Crítica,Cliente H,TV,App,168,Falha total,Resolvido,8,2.0,0.8426395939086294,37.52791878172589
7568,Baixa,Cliente D,Nuvem,Email,3,Reclamação atendimento,Resolvido,1,1.5,0.005076142131979695,6.2652284263959395
7569,Alta,Cliente D,TV,Telefone,122,Instabilidade,Em andamento,4,2.0,0.6091370558375635,20.82741116751269
7570,Baixa,Cliente B,Telefone,Autoatendimento,66,Erro de cobrança,Aberto,1,1.0,0.3248730964467005,8.474619289340101
7571,Média,Cliente D,Internet,Telefone,195,Erro de cobrança,Aberto,2,2.0,0.9796954314720813,15.939086294416244
7572,Média,Cliente D,Nuvem,Telefone,82,Queda de sinal,Aberto,2,2.0,0.40609137055837563,14.218274111675127
7573,Baixa,Cliente F,Nuvem,Autoatendimento,181,Solicitação de upgrade,Em andamento,1,1.0,0.9086294416243654,8.225888324873097
7574,Alta,Cliente C,Internet,Telefone,86,Problema recorrente,Resolvido,4,2.0,0.4263959390862944,20.279187817258883
7575,Baixa,Cliente B,Internet,Telefone,45,Reclamação atendimento,Resolvido,1,2.0,0.2182741116751269,7.654822335025381
7576,Baixa,Cliente H,TV,Autoatendimento,35,Solicitação de reembolso,Em andamento,1,1.0,0.16751269035532995,6.00253807106599
7577,Média,Cliente B,TV,App,74,Solicitação de reembolso,Aberto,2,2.0,0.36548223350253806,14.096446700507615
7578,Alta,Cliente H,Telefone,WhatsApp,107,Queda de sinal,Aberto,4,2.5,0.5329949238578681,23.348984771573605
7579,Crítica,Cliente G,Internet,Autoatendimento,174,Solicitação de upgrade,Resolvido,8,1.0,0.8730964467005076,36.119289340101524
7580,Alta,Cliente C,Nuvem,Email,161,Erro de cobrança,Aberto,4,1.5,0.8071065989847716,22.671319796954315
7581,Alta,Cliente F,Internet,App,6,Lentidão,Aberto,4,2.0,0.02030456852791878,21.060913705583758
7582,Média,Cliente F,Internet,Telefone,111,Mudança de endereço,Resolvido,2,2.0,0.5532994923857868,12.65989847715736
7583,Baixa,Cliente J,Internet,Autoatendimento,192,Solicitação de reembolso,Em andamento,1,1.0,0.9644670050761421,8.393401015228427
7584,Baixa,Cliente E,Internet,Telefone,70,Instabilidade,Aberto,1,2.0,0.34517766497461927,10.035532994923859
7585,Média,Cliente H,Data Center,Email,55,Instabilidade,Resolvido,2,1.5,0.26903553299492383,11.057106598984772
7586,Alta,Cliente K,Telefone,Autoatendimento,39,Erro de cobrança,Resolvido,4,1.0,0.18781725888324874,18.063451776649746
7587,Média,Cliente L,Nuvem,Email,138,Reclamação atendimento,Aberto,2,1.5,0.6903553299492385,14.321065989847716
7588,Alta,Cliente E,Telefone,Email,62,Reclamação atendimento,Resolvido,4,1.5,0.30456852791878175,19.163705583756347
7589,Média,Cliente G,Nuvem,WhatsApp,96,Queda de sinal,Aberto,2,2.5,0.47715736040609136,15.181472081218274
7590,Baixa,Cliente F,Telefone,Telefone,22,Falha total,Em andamento,1,2.0,0.10152284263959391,7.304568527918782
7591,Baixa,Cliente K,Internet,Telefone,37,Erro de cobrança,Resolvido,1,2.0,0.17766497461928935,7.532994923857868
7592,Alta,Cliente G,Nuvem,Autoatendimento,2,Erro de cobrança,Resolvido,4,1.0,0.0,17.5
7593,Alta,Cliente I,Internet,Telefone,151,Queda de sinal,Em andamento,4,2.0,0.7563451776649747,21.269035532994923
7594,Crítica,Cliente C,Telefone,WhatsApp,144,Problema recorrente,Aberto,8,2.5,0.7208121827411168,39.91243654822335
7595,Baixa,Cliente J,Telefone,App,47,Erro de cobrança,Resolvido,1,2.0,0.22842639593908629,7.685279187817259
7596,Crítica,Cliente G,Internet,Email,66,Problema recorrente,Resolvido,8,1.5,0.3248730964467005,35.224619289340104
7597,Baixa,Cliente J,Internet,Autoatendimento,7,Instabilidade,Resolvido,1,1.0,0.025380710659898477,5.5761421319796955
7598,Baixa,Cliente C,TV,Autoatendimento,169,Erro de cobrança,Resolvido,1,1.0,0.8477157360406091,8.043147208121827
7599,Crítica,Cliente B,Internet,App,164,Queda de sinal,Aberto,8,2.0,0.8223350253807107,39.46700507614213
7600,Média,Cliente L,Internet,App,82,Queda de sinal,Resolvido,2,2.0,0.40609137055837563,12.218274111675127
7601,Média,Cliente G,Telefone,Autoatendimento,190,Lentidão,Resolvido,2,1.0,0.9543147208121827,12.362944162436548
7602,Baixa,Cliente D,Internet,WhatsApp,152,Falha total,Em andamento,1,2.5,0.7614213197969543,10.034263959390863
7603,Média,Cliente A,TV,Telefone,149,Falha total,Aberto,2,2.0,0.7461928934010152,15.238578680203046
7604,Crítica,Cliente F,Nuvem,Telefone,29,Reclamação atendimento,Em andamento,8,2.0,0.13705583756345177,35.411167512690355
7605,Média,Cliente K,Internet,WhatsApp,166,Solicitação de reembolso,Em andamento,2,2.5,0.8324873096446701,14.24746192893401
7606,Alta,Cliente F,Telefone,Email,136,Solicitação de reembolso,Em andamento,4,1.5,0.6802030456852792,20.29060913705584
7607,Baixa,Cliente F,Internet,Telefone,50,Falha total,Aberto,1,2.0,0.2436548223350254,9.730964467005077
7608,Média,Cliente B,Telefone,WhatsApp,25,Problema recorrente,Aberto,2,2.5,0.116751269035533,14.100253807106599
7609,Média,Cliente A,Telefone,WhatsApp,81,Mudança de endereço,Resolvido,2,2.5,0.4010152284263959,12.953045685279188
7610,Baixa,Cliente C,Internet,Telefone,14,Queda de sinal,Em andamento,1,2.0,0.06091370558375635,7.182741116751269
7611,Média,Cliente L,Internet,WhatsApp,93,Mudança de endereço,Resolvido,2,2.5,0.4619289340101523,13.135786802030458
7612,Baixa,Cliente B,Telefone,Autoatendimento,136,Lentidão,Resolvido,1,1.0,0.6802030456852792,7.540609137055838
7613,Crítica,Cliente F,Internet,Autoatendimento,16,Reclamação atendimento,Em andamento,8,1.0,0.07106598984771574,33.713197969543145
7614,Média,Cliente L,Internet,WhatsApp,88,Reclamação atendimento,Aberto,2,2.5,0.4365482233502538,15.059644670050762
7615,Baixa,Cliente F,Data Center,WhatsApp,152,Instabilidade,Resolvido,1,2.5,0.7614213197969543,10.034263959390863
7616,Média,Cliente E,Internet,Autoatendimento,125,Lentidão,Aberto,2,1.0,0.6243654822335025,13.373096446700508
7617,Média,Cliente J,Telefone,Telefone,70,Solicitação de reembolso,Resolvido,2,2.0,0.34517766497461927,12.035532994923859
7618,Alta,Cliente J,Internet,Email,92,Reclamação atendimento,Aberto,4,1.5,0.45685279187817257,21.620558375634516
7619,Crítica,Cliente E,Nuvem,WhatsApp,61,Queda de sinal,Aberto,8,2.5,0.29949238578680204,38.648477157360404
7620,Média,Cliente I,Internet,Telefone,11,Erro de cobrança,Aberto,2,2.0,0.04568527918781726,13.137055837563452
7621,Alta,Cliente E,Internet,Email,52,Solicitação de reembolso,Resolvido,4,1.5,0.25380710659898476,19.011421319796955
7622,Média,Cliente J,Telefone,Autoatendimento,65,Solicitação de reembolso,Resolvido,2,1.0,0.3197969543147208,10.459390862944163
7623,Baixa,Cliente F,Nuvem,Telefone,107,Falha total,Aberto,1,2.0,0.5329949238578681,10.598984771573605
7624,Alta,Cliente K,Nuvem,Autoatendimento,57,Mudança de endereço,Resolvido,4,1.0,0.27918781725888325,18.33756345177665
7625,Média,Cliente D,Internet,WhatsApp,161,Lentidão,Aberto,2,2.5,0.8071065989847716,16.171319796954315
7626,Média,Cliente J,Nuvem,WhatsApp,152,Problema recorrente,Resolvido,2,2.5,0.7614213197969543,14.034263959390863
7627,Alta,Cliente A,TV,Autoatendimento,183,Falha total,Aberto,4,1.0,0.9187817258883249,22.256345177664976
7628,Média,Cliente D,Data Center,Autoatendimento,92,Instabilidade,Resolvido,2,1.0,0.45685279187817257,10.870558375634518
7629,Crítica,Cliente B,Data Center,Autoatendimento,86,Lentidão,Em andamento,8,1.0,0.4263959390862944,34.77918781725889
7630,Alta,Cliente J,Telefone,WhatsApp,108,Solicitação de reembolso,Aberto,4,2.5,0.5380710659898477,23.364213197969544
7631,Média,Cliente C,TV,Autoatendimento,199,Reclamação atendimento,Resolvido,2,1.0,1.0,12.5
7632,Média,Cliente G,Telefone,Telefone,190,Instabilidade,Resolvido,2,2.0,0.9543147208121827,13.862944162436548
7633,Média,Cliente G,Telefone,WhatsApp,80,Lentidão,Resolvido,2,2.5,0.39593908629441626,12.937817258883248
7634,Crítica,Cliente A,Internet,Autoatendimento,110,Reclamação atendimento,Em andamento,8,1.0,0.5482233502538071,35.14467005076142
7635,Média,Cliente H,Internet,Telefone,103,Problema recorrente,Resolvido,2,2.0,0.5126903553299492,12.538071065989847
7636,Baixa,Cliente G,Internet,App,149,Instabilidade,Em andamento,1,2.0,0.7461928934010152,9.238578680203046
7637,Média,Cliente A,Data Center,Email,182,Reclamação atendimento,Resolvido,2,1.5,0.9137055837563451,12.991116751269036
7638,Média,Cliente H,Internet,Telefone,144,Solicitação de upgrade,Resolvido,2,2.0,0.7208121827411168,13.16243654822335
7639,Baixa,Cliente B,Internet,WhatsApp,30,Problema recorrente,Resolvido,1,2.5,0.14213197969543148,8.176395939086294
7640,Baixa,Cliente H,Internet,WhatsApp,71,Problema recorrente,Resolvido,1,2.5,0.350253807106599,8.800761421319796
7641,Média,Cliente C,Telefone,App,81,Problema recorrente,Resolvido,2,2.0,0.4010152284263959,12.203045685279188
7642,Média,Cliente J,Data Center,WhatsApp,66,Reclamação atendimento,Aberto,2,2.5,0.3248730964467005,14.724619289340101
7643,Média,Cliente G,TV,WhatsApp,191,Mudança de endereço,Resolvido,2,2.5,0.9593908629441624,14.628172588832488
7644,Baixa,Cliente F,Internet,App,199,Mudança de endereço,Aberto,1,2.0,1.0,12.0
7645,Baixa,Cliente E,Data Center,Autoatendimento,17,Problema recorrente,Aberto,1,1.0,0.07614213197969544,7.728426395939087
7646,Alta,Cliente K,Internet,WhatsApp,55,Solicitação de reembolso,Resolvido,4,2.5,0.26903553299492383,20.55710659898477
7647,Média,Cliente J,Data Center,Telefone,98,Erro de cobrança,Aberto,2,2.0,0.4873096446700508,14.461928934010153
7648,Baixa,Cliente K,Internet,App,8,Queda de sinal,Resolvido,1,2.0,0.030456852791878174,7.091370558375634
7649,Média,Cliente B,TV,App,61,Solicitação de reembolso,Resolvido,2,2.0,0.29949238578680204,11.898477157360405
7650,Média,Cliente B,Internet,Autoatendimento,11,Solicitação de upgrade,Aberto,2,1.0,0.04568527918781726,11.637055837563452
7651,Baixa,Cliente L,Data Center,Telefone,54,Falha total,Aberto,1,2.0,0.2639593908629442,9.791878172588833
7652,Baixa,Cliente A,Internet,Telefone,9,Solicitação de upgrade,Resolvido,1,2.0,0.03553299492385787,7.106598984771574
7653,Baixa,Cliente I,Internet,Autoatendimento,127,Falha total,Resolvido,1,1.0,0.6345177664974619,7.403553299492386
7654,Alta,Cliente K,Nuvem,Telefone,86,Erro de cobrança,Resolvido,4,2.0,0.4263959390862944,20.279187817258883
7655,Alta,Cliente H,Internet,Telefone,91,Solicitação de reembolso,Resolvido,4,2.0,0.4517766497461929,20.35532994923858
7656,Alta,Cliente H,TV,WhatsApp,38,Solicitação de reembolso,Aberto,4,2.5,0.18274111675126903,22.298223350253807
7657,Alta,Cliente A,TV,WhatsApp,133,Instabilidade,Em andamento,4,2.5,0.6649746192893401,21.74492385786802
7658,Média,Cliente E,Telefone,Autoatendimento,85,Problema recorrente,Resolvido,2,1.0,0.4213197969543147,10.763959390862944
7659,Média,Cliente L,Internet,WhatsApp,105,Erro de cobrança,Resolvido,2,2.5,0.5228426395939086,13.318527918781726
7660,Média,Cliente F,Nuvem,App,24,Lentidão,Aberto,2,2.0,0.1116751269035533,13.33502538071066
7661,Baixa,Cliente B,Nuvem,Telefone,138,Falha total,Aberto,1,2.0,0.6903553299492385,11.071065989847716
7662,Média,Cliente J,Internet,Autoatendimento,167,Mudança de endereço,Aberto,2,1.0,0.8375634517766497,14.01269035532995
7663,Alta,Cliente E,Internet,Autoatendimento,46,Solicitação de upgrade,Resolvido,4,1.0,0.2233502538071066,18.17005076142132
7664,Média,Cliente F,Internet,Telefone,174,Reclamação atendimento,Resolvido,2,2.0,0.8730964467005076,13.619289340101522
7665,Média,Cliente I,Internet,Email,147,Problema recorrente,Aberto,2,1.5,0.7360406091370558,14.458121827411167
7666,Baixa,Cliente J,Telefone,Telefone,47,Queda de sinal,Aberto,1,2.0,0.22842639593908629,9.685279187817258
7667,Média,Cliente A,Nuvem,Email,3,Problema recorrente,Em andamento,2,1.5,0.005076142131979695,10.26522842639594
7668,Alta,Cliente J,TV,Email,177,Lentidão,Resolvido,4,1.5,0.8883248730964467,20.91497461928934
7669,Alta,Cliente C,TV,Telefone,18,Queda de sinal,Resolvido,4,2.0,0.08121827411167512,19.243654822335024
7670,Média,Cliente L,Internet,Telefone,119,Solicitação de reembolso,Resolvido,2,2.0,0.5939086294416244,12.781725888324873
7671,Alta,Cliente I,Internet,WhatsApp,17,Mudança de endereço,Aberto,4,2.5,0.07614213197969544,21.978426395939085
7672,Média,Cliente A,TV,Email,111,Lentidão,Aberto,2,1.5,0.5532994923857868,13.90989847715736
7673,Alta,Cliente A,TV,Autoatendimento,174,Lentidão,Em andamento,4,1.0,0.8730964467005076,20.119289340101524
7674,Média,Cliente A,TV,App,49,Erro de cobrança,Resolvido,2,2.0,0.23857868020304568,11.715736040609137
7675,Média,Cliente G,Internet,WhatsApp,153,Reclamação atendimento,Aberto,2,2.5,0.766497461928934,16.049492385786802
7676,Média,Cliente E,Telefone,Telefone,96,Instabilidade,Resolvido,2,2.0,0.47715736040609136,12.431472081218274
7677,Alta,Cliente F,Internet,Telefone,194,Erro de cobrança,Aberto,4,2.0,0.9746192893401016,23.923857868020306
7678,Crítica,Cliente H,Internet,Telefone,93,Problema recorrente,Em andamento,8,2.0,0.4619289340101523,36.38578680203046
7679,Baixa,Cliente B,TV,Telefone,162,Instabilidade,Resolvido,1,2.0,0.8121827411167513,9.436548223350254
7680,Baixa,Cliente B,Internet,WhatsApp,107,Reclamação atendimento,Resolvido,1,2.5,0.5329949238578681,9.348984771573605
7681,Crítica,Cliente C,Nuvem,Autoatendimento,104,Instabilidade,Resolvido,8,1.0,0.5177664974619289,35.05329949238579
7682,Média,Cliente C,Internet,Autoatendimento,133,Solicitação de reembolso,Resolvido,2,1.0,0.6649746192893401,11.49492385786802
7683,Média,Cliente C,Telefone,Autoatendimento,2,Reclamação atendimento,Aberto,2,1.0,0.0,11.5
7684,Média,Cliente D,Nuvem,Telefone,34,Lentidão,Em andamento,2,2.0,0.16243654822335024,11.48730964467005
7685,Baixa,Cliente C,Internet,Telefone,191,Lentidão,Resolvido,1,2.0,0.9593908629441624,9.878172588832488
7686,Alta,Cliente B,Nuvem,Email,132,Instabilidade,Aberto,4,1.5,0.6598984771573604,22.22969543147208
7687,Alta,Cliente I,TV,Telefone,102,Instabilidade,Em andamento,4,2.0,0.5076142131979695,20.522842639593907
7688,Média,Cliente F,Data Center,Autoatendimento,46,Solicitação de upgrade,Resolvido,2,1.0,0.2233502538071066,10.17005076142132
7689,Média,Cliente C,Internet,Autoatendimento,22,Problema recorrente,Resolvido,2,1.0,0.10152284263959391,9.804568527918782
7690,Alta,Cliente I,Internet,Autoatendimento,193,Solicitação de upgrade,Resolvido,4,1.0,0.9695431472081218,20.408629441624367
7691,Baixa,Cliente D,Internet,Autoatendimento,74,Solicitação de reembolso,Aberto,1,1.0,0.36548223350253806,8.596446700507613
7692,Alta,Cliente D,TV,App,58,Erro de cobrança,Resolvido,4,2.0,0.28426395939086296,19.85279187817259
7693,Baixa,Cliente H,Telefone,WhatsApp,169,Lentidão,Resolvido,1,2.5,0.8477157360406091,10.293147208121827
7694,Média,Cliente G,Internet,App,63,Instabilidade,Resolvido,2,2.0,0.3096446700507614,11.928934010152284
7695,Crítica,Cliente G,Internet,Autoatendimento,172,Lentidão,Aberto,8,1.0,0.8629441624365483,38.088832487309645
7696,Alta,Cliente J,Internet,App,122,Reclamação atendimento,Em andamento,4,2.0,0.6091370558375635,20.82741116751269
7697,Média,Cliente G,TV,WhatsApp,175,Solicitação de reembolso,Resolvido,2,2.5,0.8781725888324873,14.384517766497462
7698,Alta,Cliente J,Internet,WhatsApp,25,Solicitação de upgrade,Resolvido,4,2.5,0.116751269035533,20.1002538071066
7699,Média,Cliente K,Internet,Telefone,153,Queda de sinal,Aberto,2,2.0,0.766497461928934,15.299492385786802
7700,Baixa,Cliente E,Internet,Telefone,139,Lentidão,Aberto,1,2.0,0.6954314720812182,11.086294416243655
7701,Crítica,Cliente G,TV,App,100,Instabilidade,Resolvido,8,2.0,0.49746192893401014,36.49238578680203
7702,Alta,Cliente D,Nuvem,Email,69,Problema recorrente,Resolvido,4,1.5,0.3401015228426396,19.27030456852792
7703,Média,Cliente H,Telefone,WhatsApp,58,Mudança de endereço,Em andamento,2,2.5,0.28426395939086296,12.602791878172589
7704,Média,Cliente I,Internet,Autoatendimento,173,Solicitação de reembolso,Em andamento,2,1.0,0.868020304568528,12.104060913705585
7705,Baixa,Cliente L,Internet,Autoatendimento,76,Solicitação de reembolso,Resolvido,1,1.0,0.3756345177664975,6.626903553299492
7706,Baixa,Cliente C,Internet,App,108,Instabilidade,Aberto,1,2.0,0.5380710659898477,10.614213197969542
7707,Média,Cliente G,Telefone,Telefone,49,Instabilidade,Aberto,2,2.0,0.23857868020304568,13.715736040609137
7708,Alta,Cliente L,Telefone,Email,78,Solicitação de upgrade,Resolvido,4,1.5,0.38578680203045684,19.40736040609137
7709,Média,Cliente J,Nuvem,Telefone,156,Lentidão,Aberto,2,2.0,0.7817258883248731,15.345177664974619
7710,Alta,Cliente I,Data Center,Email,31,Falha total,Resolvido,4,1.5,0.14720812182741116,18.691624365482234
7711,Baixa,Cliente A,Internet,Autoatendimento,47,Solicitação de reembolso,Resolvido,1,1.0,0.22842639593908629,6.185279187817259
7712,Média,Cliente B,Internet,Autoatendimento,141,Reclamação atendimento,Resolvido,2,1.0,0.7055837563451777,11.616751269035532
7713,Baixa,Cliente G,Internet,Telefone,121,Instabilidade,Resolvido,1,2.0,0.6040609137055838,8.812182741116752
7714,Média,Cliente B,Internet,WhatsApp,61,Reclamação atendimento,Aberto,2,2.5,0.29949238578680204,14.648477157360405
7715,Baixa,Cliente G,Telefone,Telefone,148,Lentidão,Aberto,1,2.0,0.7411167512690355,11.223350253807107
7716,Crítica,Cliente A,TV,Email,105,Solicitação de upgrade,Aberto,8,1.5,0.5228426395939086,37.818527918781726
7717,Baixa,Cliente C,Internet,Telefone,69,Solicitação de reembolso,Resolvido,1,2.0,0.3401015228426396,8.02030456852792
7718,Crítica,Cliente E,Nuvem,App,183,Falha total,Em andamento,8,2.0,0.9187817258883249,37.756345177664976
7719,Média,Cliente L,Telefone,Autoatendimento,163,Mudança de endereço,Aberto,2,1.0,0.817258883248731,13.951776649746193
7720,Crítica,Cliente K,Data Center,Autoatendimento,119,Reclamação atendimento,Aberto,8,1.0,0.5939086294416244,37.28172588832487
7721,Média,Cliente F,TV,App,125,Solicitação de upgrade,Resolvido,2,2.0,0.6243654822335025,12.873096446700508
7722,Crítica,Cliente I,TV,WhatsApp,118,Queda de sinal,Resolvido,8,2.5,0.5888324873096447,37.516497461928935
7723,Baixa,Cliente I,Internet,WhatsApp,8,Problema recorrente,Em andamento,1,2.5,0.030456852791878174,7.841370558375634
7724,Alta,Cliente C,TV,Autoatendimento,83,Solicitação de reembolso,Resolvido,4,1.0,0.41116751269035534,18.733502538071065
7725,Crítica,Cliente H,Internet,App,171,Mudança de endereço,Resolvido,8,2.0,0.8578680203045685,37.57360406091371
7726,Baixa,Cliente D,TV,Email,197,Mudança de endereço,Aberto,1,1.5,0.9898477157360406,11.219543147208121
7727,Baixa,Cliente G,Internet,Email,54,Solicitação de reembolso,Em andamento,1,1.5,0.2639593908629442,7.041878172588833
7728,Média,Cliente F,Internet,App,137,Lentidão,Em andamento,2,2.0,0.6852791878172588,13.055837563451776
7729,Crítica,Cliente H,Internet,WhatsApp,151,Mudança de endereço,Resolvido,8,2.5,0.7563451776649747,38.01903553299493
7730,Média,Cliente F,Internet,Telefone,27,Lentidão,Aberto,2,2.0,0.12690355329949238,13.380710659898478
7731,Média,Cliente D,Internet,Telefone,192,Lentidão,Em andamento,2,2.0,0.9644670050761421,13.893401015228427
7732,Baixa,Cliente B,Data Center,Email,175,Lentidão,Resolvido,1,1.5,0.8781725888324873,8.884517766497462
7733,Baixa,Cliente G,Internet,Email,118,Queda de sinal,Resolvido,1,1.5,0.5888324873096447,8.016497461928934
7734,Alta,Cliente K,TV,WhatsApp,82,Solicitação de upgrade,Resolvido,4,2.5,0.40609137055837563,20.96827411167513
7735,Baixa,Cliente K,Internet,Autoatendimento,173,Erro de cobrança,Resolvido,1,1.0,0.868020304568528,8.104060913705585
7736,Média,Cliente D,Telefone,Email,191,Erro de cobrança,Resolvido,2,1.5,0.9593908629441624,13.128172588832488
7737,Crítica,Cliente I,Internet,WhatsApp,165,Instabilidade,Resolvido,8,2.5,0.8274111675126904,38.23223350253807
7738,Baixa,Cliente I,Internet,Autoatendimento,42,Instabilidade,Resolvido,1,1.0,0.20304568527918782,6.1091370558375635
7739,Média,Cliente G,Internet,Telefone,112,Solicitação de upgrade,Resolvido,2,2.0,0.5583756345177665,12.675126903553299
7740,Baixa,Cliente E,Internet,App,83,Lentidão,Resolvido,1,2.0,0.41116751269035534,8.233502538071066
7741,Média,Cliente C,Internet,Telefone,156,Falha total,Resolvido,2,2.0,0.7817258883248731,13.345177664974619
7742,Baixa,Cliente C,Nuvem,Autoatendimento,71,Reclamação atendimento,Aberto,1,1.0,0.350253807106599,8.550761421319796
7743,Alta,Cliente I,Internet,Autoatendimento,99,Lentidão,Aberto,4,1.0,0.49238578680203043,20.977157360406093
7744,Média,Cliente I,Nuvem,Autoatendimento,170,Reclamação atendimento,Em andamento,2,1.0,0.8527918781725888,12.058375634517766
7745,Média,Cliente L,Data Center,Autoatendimento,6,Mudança de endereço,Resolvido,2,1.0,0.02030456852791878,9.560913705583756
7746,Média,Cliente K,TV,App,186,Solicitação de reembolso,Aberto,2,2.0,0.934010152284264,15.802030456852792
7747,Baixa,Cliente D,Nuvem,Autoatendimento,158,Queda de sinal,Aberto,1,1.0,0.7918781725888325,9.875634517766498
7748,Alta,Cliente K,Internet,App,123,Solicitação de reembolso,Em andamento,4,2.0,0.6142131979695431,20.84263959390863
7749,Média,Cliente A,Nuvem,Autoatendimento,13,Instabilidade,Resolvido,2,1.0,0.05583756345177665,9.66751269035533
7750,Média,Cliente J,Internet,App,154,Problema recorrente,Em andamento,2,2.0,0.7715736040609137,13.314720812182742
7751,Baixa,Cliente E,Telefone,Telefone,163,Falha total,Aberto,1,2.0,0.817258883248731,11.451776649746193
7752,Alta,Cliente H,Telefone,WhatsApp,76,Reclamação atendimento,Aberto,4,2.5,0.3756345177664975,22.876903553299492
7753,Baixa,Cliente J,Nuvem,Autoatendimento,25,Erro de cobrança,Aberto,1,1.0,0.116751269035533,7.850253807106599
7754,Média,Cliente D,Nuvem,Telefone,116,Queda de sinal,Resolvido,2,2.0,0.5786802030456852,12.736040609137056
7755,Baixa,Cliente J,Internet,Autoatendimento,114,Mudança de endereço,Resolvido,1,1.0,0.5685279187817259,7.2055837563451774
7756,Alta,Cliente J,Internet,WhatsApp,192,Instabilidade,Em andamento,4,2.5,0.9644670050761421,22.643401015228427
7757,Baixa,Cliente D,TV,Telefone,64,Lentidão,Resolvido,1,2.0,0.3147208121827411,7.944162436548224
7758,Alta,Cliente L,TV,App,139,Lentidão,Resolvido,4,2.0,0.6954314720812182,21.086294416243653
7759,Crítica,Cliente I,Internet,Autoatendimento,134,Instabilidade,Aberto,8,1.0,0.6700507614213198,37.51015228426396
7760,Baixa,Cliente I,Internet,Telefone,90,Erro de cobrança,Em andamento,1,2.0,0.4467005076142132,8.34010152284264
7761,Média,Cliente G,Nuvem,Autoatendimento,182,Solicitação de upgrade,Resolvido,2,1.0,0.9137055837563451,12.241116751269036
7762,Baixa,Cliente J,TV,WhatsApp,29,Queda de sinal,Resolvido,1,2.5,0.13705583756345177,8.161167512690355
7763,Média,Cliente H,Internet,Autoatendimento,194,Reclamação atendimento,Resolvido,2,1.0,0.9746192893401016,12.423857868020304
7764,Alta,Cliente L,TV,Autoatendimento,46,Instabilidade,Em andamento,4,1.0,0.2233502538071066,18.17005076142132
7765,Média,Cliente L,Telefone,WhatsApp,195,Erro de cobrança,Resolvido,2,2.5,0.9796954314720813,14.689086294416244
7766,Média,Cliente D,Nuvem,Autoatendimento,178,Erro de cobrança,Resolvido,2,1.0,0.8934010152284264,12.180203045685278
7767,Média,Cliente H,Telefone,Email,112,Reclamação atendimento,Resolvido,2,1.5,0.5583756345177665,11.925126903553299
7768,Média,Cliente F,Internet,Autoatendimento,169,Falha total,Em andamento,2,1.0,0.8477157360406091,12.043147208121827
7769,Baixa,Cliente C,Nuvem,WhatsApp,195,Mudança de endereço,Aberto,1,2.5,0.9796954314720813,12.689086294416244
7770,Alta,Cliente G,Internet,App,125,Problema recorrente,Aberto,4,2.0,0.6243654822335025,22.873096446700508
7771,Média,Cliente C,Nuvem,Autoatendimento,92,Problema recorrente,Resolvido,2,1.0,0.45685279187817257,10.870558375634518
7772,Alta,Cliente K,TV,Telefone,137,Problema recorrente,Aberto,4,2.0,0.6852791878172588,23.055837563451774
7773,Baixa,Cliente G,Data Center,App,28,Instabilidade,Resolvido,1,2.0,0.1319796954314721,7.395939086294416
7774,Média,Cliente E,Internet,WhatsApp,146,Reclamação atendimento,Em andamento,2,2.5,0.7309644670050761,13.942893401015228
7775,Média,Cliente D,TV,Telefone,197,Lentidão,Em andamento,2,2.0,0.9898477157360406,13.969543147208121
7776,Baixa,Cliente C,Nuvem,WhatsApp,173,Instabilidade,Em andamento,1,2.5,0.868020304568528,10.354060913705585
7777,Média,Cliente H,TV,Telefone,32,Lentidão,Aberto,2,2.0,0.15228426395939088,13.456852791878173
7778,Alta,Cliente D,Internet,App,6,Mudança de endereço,Aberto,4,2.0,0.02030456852791878,21.060913705583758
7779,Crítica,Cliente H,Internet,Email,61,Mudança de endereço,Aberto,8,1.5,0.29949238578680204,37.148477157360404
7780,Média,Cliente J,Telefone,WhatsApp,90,Problema recorrente,Aberto,2,2.5,0.4467005076142132,15.09010152284264
7781,Média,Cliente C,Internet,App,148,Solicitação de upgrade,Aberto,2,2.0,0.7411167512690355,15.223350253807107
7782,Baixa,Cliente J,TV,WhatsApp,102,Lentidão,Resolvido,1,2.5,0.5076142131979695,9.27284263959391
7783,Alta,Cliente I,Internet,Telefone,43,Solicitação de reembolso,Aberto,4,2.0,0.20812182741116753,21.624365482233504
7784,Baixa,Cliente F,Nuvem,App,24,Mudança de endereço,Aberto,1,2.0,0.1116751269035533,9.335025380710661
7785,Crítica,Cliente E,Internet,Autoatendimento,122,Erro de cobrança,Resolvido,8,1.0,0.6091370558375635,35.32741116751269
7786,Média,Cliente E,Internet,Autoatendimento,110,Reclamação atendimento,Aberto,2,1.0,0.5482233502538071,13.144670050761421
