id,urgencia,cliente,tipo_servico,origem,tempo_espera,descricao,status
7917,Alta,Cliente B,Internet,WhatsApp,32,Lentidão,Resolvido
7918,Baixa,Cliente B,Internet,Autoatendimento,102,Solicitação de reembolso,Aberto
7919,Baixa,Cliente I,Internet,Email,20,Solicitação de upgrade,Resolvido
7920,Média,Cliente A,Internet,App,30,Falha total,Resolvido
7921,Média,Cliente E,Internet,Email,74,Erro de cobrança,Em andamento
7922,Alta,Cliente A,Telefone,WhatsApp,136,Solicitação de upgrade,Resolvido
7923,Baixa,Cliente G,Internet,Telefone,187,Falha total,Resolvido
7924,Baixa,Cliente I,Internet,Telefone,77,Problema recorrente,Resolvido
7925,Crítica,Cliente F,Nuvem,Telefone,189,Mudança de endereço,Aberto
7926,Baixa,Cliente B,Telefone,Telefone,180,Reclamação atendimento,Aberto
7927,Alta,Cliente F,Nuvem,Email,83,Falha total,Aberto
7928,Alta,Cliente I,Telefone,App,51,Mudança de endereço,Aberto
7929,Alta,Cliente C,Nuvem,App,150,Solicitação de upgrade,Em andamento
7930,Baixa,Cliente I,Internet,Telefone,138,Reclamação atendimento,Em andamento
7931,Alta,Cliente H,Telefone,WhatsApp,163,Solicitação de upgrade,Aberto
7932,Alta,Cliente L,Telefone,WhatsApp,35,Lentidão,Resolvido
7933,Média,Cliente G,Nuvem,WhatsApp,48,Erro de cobrança,Resolvido
7934,Média,Cliente H,Internet,Autoatendimento,25,Solicitação de upgrade,Em andamento
7935,Baixa,Cliente J,Nuvem,App,81,Falha total,Resolvido
7936,Baixa,Cliente F,Telefone,Telefone,29,Falha total,Resolvido
7937,Média,Cliente C,TV,Telefone,175,Instabilidade,Aberto
7938,Média,Cliente G,Nuvem,App,52,Erro de cobrança,Resolvido
7939,Média,Cliente D,Data Center,App,112,Problema recorrente,Resolvido
7940,Média,Cliente K,TV,Email,7,Problema recorrente,Aberto
7941,Média,Cliente J,Internet,Autoatendimento,192,Solicitação de upgrade,Aberto
7942,Média,Cliente E,Internet,Telefone,119,Problema recorrente,Aberto
7943,Crítica,Cliente H,Internet,Autoatendimento,54,Problema recorrente,Aberto
7944,Baixa,Cliente G,Internet,App,193,Mudança de endereço,Resolvido
7945,Média,Cliente G,Internet,Telefone,181,Solicitação de reembolso,Resolvido
7946,Baixa,Cliente H,Telefone,App,61,Mudança de endereço,Aberto
7947,Média,Cliente J,Nuvem,App,170,Erro de cobrança,Resolvido
7948,Alta,Cliente C,Internet,Email,12,Falha total,Aberto
7949,Crítica,Cliente C,Telefone,Autoatendimento,5,Lentidão,Em andamento
7950,Baixa,Cliente B,Internet,Autoatendimento,15,Solicitação de reembolso,Aberto
7951,Crítica,Cliente A,Nuvem,Email,142,Lentidão,Aberto
7952,Baixa,Cliente J,Internet,App,144,Falha total,Aberto
7953,Média,Cliente F,Telefone,App,114,Falha total,Resolvido
7954,Baixa,Cliente F,Data Center,Autoatendimento,9,Instabilidade,Aberto
7955,Crítica,Cliente J,Internet,Email,89,Problema recorrente,Resolvido
7956,Média,Cliente L,TV,Telefone,12,Erro de cobrança,Aberto
7957,Média,Cliente H,Nuvem,Telefone,113,Mudança de endereço,Resolvido
7958,Alta,Cliente F,Internet,WhatsApp,100,Queda de sinal,Resolvido
7959,Baixa,Cliente F,Data Center,WhatsApp,24,Problema recorrente,Aberto
7960,Baixa,Cliente A,Nuvem,Telefone,110,Erro de cobrança,Resolvido
7961,Alta,Cliente L,Internet,Telefone,8,Mudança de endereço,Em andamento
7962,Média,Cliente G,Internet,Telefone,70,Mudança de endereço,Aberto
7963,Baixa,Cliente G,Telefone,Telefone,161,Mudança de endereço,Aberto
7964,Média,Cliente J,Nuvem,Telefone,173,Lentidão,Resolvido
7965,Média,Cliente I,Internet,Telefone,132,Falha total,Aberto
7966,Baixa,Cliente L,TV,App,95,Lentidão,Aberto
7967,Baixa,Cliente G,Internet,App,123,Problema recorrente,Resolvido
7968,Baixa,Cliente H,Nuvem,Email,45,Falha total,Resolvido
7969,Média,Cliente D,TV,Autoatendimento,198,Mudança de endereço,Aberto
7970,Crítica,Cliente I,Telefone,Autoatendimento,52,Lentidão,Resolvido
7971,Crítica,Cliente A,Telefone,Email,62,Problema recorrente,Resolvido
7972,Média,Cliente H,Nuvem,Autoatendimento,52,Problema recorrente,Aberto
7973,Baixa,Cliente C,Internet,Telefone,162,Problema recorrente,Em andamento
7974,Crítica,Cliente A,TV,Autoatendimento,21,Instabilidade,Aberto
7975,Média,Cliente B,Internet,Telefone,31,Reclamação atendimento,Resolvido
7976,Baixa,Cliente F,TV,App,122,Queda de sinal,Aberto
7977,Crítica,Cliente E,TV,App,45,Lentidão,Aberto
7978,Alta,Cliente C,Internet,App,87,Lentidão,Resolvido
7979,Alta,Cliente I,TV,App,158,Mudança de endereço,Resolvido
7980,Alta,Cliente H,Telefone,WhatsApp,150,Instabilidade,Em andamento
7981,Baixa,Cliente C,Data Center,Telefone,182,Mudança de endereço,Resolvido
7982,Baixa,Cliente B,Internet,Autoatendimento,113,Solicitação de reembolso,Resolvido
7983,Alta,Cliente H,Internet,WhatsApp,140,Problema recorrente,Resolvido
7984,Baixa,Cliente E,Nuvem,Autoatendimento,11,Problema recorrente,Resolvido
7985,Média,Cliente I,Nuvem,App,36,Problema recorrente,Resolvido
7986,Alta,Cliente A,Telefone,WhatsApp,155,Solicitação de reembolso,Resolvido
7987,Alta,Cliente J,Data Center,Email,124,Queda de sinal,Resolvido
7988,Média,Cliente C,TV,WhatsApp,115,Mudança de endereço,Resolvido
7989,Alta,Cliente E,Data Center,Telefone,173,Lentidão,Resolvido
7990,Alta,Cliente B,Telefone,Email,133,Solicitação de upgrade,Em andamento
7991,Média,Cliente C,Internet,App,75,Problema recorrente,Em andamento
7992,Baixa,Cliente D,Internet,Email,186,Solicitação de reembolso,Aberto
7993,Baixa,Cliente D,Data Center,Email,40,Queda de sinal,Aberto
7994,Média,Cliente K,Internet,Telefone,170,Falha total,Resolvido
7995,Baixa,Cliente I,Data Center,App,95,Falha total,Resolvido
7996,Baixa,Cliente A,TV,Telefone,68,Mudança de endereço,Resolvido
7997,Baixa,Cliente L,Internet,App,90,Mudança de endereço,Resolvido
7998,Média,Cliente I,Telefone,App,103,Lentidão,Em andamento
7999,Crítica,Cliente I,Telefone,Autoatendimento,107,Solicitação de upgrade,Aberto
8000,Baixa,Cliente K,TV,App,37,Solicitação de upgrade,Resolvido
8001,Alta,Cliente F,Internet,App,5,Problema recorrente,Aberto
8002,Alta,Cliente K,Data Center,WhatsApp,75,Lentidão,Resolvido
8003,Baixa,Cliente A,Telefone,Email,14,Solicitação de upgrade,Em andamento
8004,Crítica,Cliente K,Data Center,App,71,Falha total,Resolvido
8005,Média,Cliente L,Telefone,Autoatendimento,8,Solicitação de reembolso,Em andamento
8006,Média,Cliente F,Internet,App,157,Solicitação de upgrade,Aberto
8007,Alta,Cliente H,Telefone,WhatsApp,188,Instabilidade,Aberto
8008,Baixa,Cliente E,Nuvem,Email,123,Falha total,Resolvido
8009,Alta,Cliente E,Internet,WhatsApp,38,Erro de cobrança,Em andamento
8010,Baixa,Cliente A,Data Center,WhatsApp,144,Falha total,Resolvido
8011,Alta,Cliente A,Telefone,App,31,Queda de sinal,Aberto
8012,Média,Cliente H,Data Center,Telefone,105,Lentidão,Resolvido
8013,Média,Cliente E,Nuvem,Telefone,75,Problema recorrente,Resolvido
8014,Baixa,Cliente H,TV,WhatsApp,13,Queda de sinal,Aberto
8015,Alta,Cliente J,Telefone,Telefone,82,Instabilidade,Resolvido
8016,Alta,Cliente B,Telefone,Telefone,113,Instabilidade,Aberto
8017,Média,Cliente D,Nuvem,Autoatendimento,31,Erro de cobrança,Resolvido
8018,Média,Cliente K,Telefone,Telefone,130,Lentidão,Em andamento
8019,Média,Cliente J,TV,Telefone,37,Solicitação de upgrade,Resolvido
8020,Crítica,Cliente I,TV,Telefone,124,Falha total,Aberto
8021,Média,Cliente C,Telefone,WhatsApp,89,Problema recorrente,Resolvido
8022,Alta,Cliente F,Telefone,WhatsApp,22,Lentidão,Aberto
8023,Alta,Cliente K,Internet,Autoatendimento,107,Solicitação de reembolso,Resolvido
8024,Média,Cliente G,Internet,Autoatendimento,33,Erro de cobrança,Aberto
8025,Baixa,Cliente C,Nuvem,Email,64,Problema recorrente,Aberto
8026,Média,Cliente A,Nuvem,WhatsApp,142,Queda de sinal,Resolvido
8027,Alta,Cliente B,Internet,Telefone,166,Problema recorrente,Resolvido
8028,Baixa,Cliente K,Nuvem,Autoatendimento,45,Solicitação de reembolso,Resolvido
8029,Média,Cliente J,Internet,Telefone,150,Mudança de endereço,Aberto
8030,Alta,Cliente G,Telefone,Email,147,Reclamação atendimento,Resolvido
8031,Média,Cliente G,Internet,WhatsApp,47,Instabilidade,Resolvido
8032,Média,Cliente L,Data Center,Autoatendimento,176,Reclamação atendimento,Aberto
8033,Baixa,Cliente A,Data Center,Telefone,155,Mudança de endereço,Resolvido
8034,Baixa,Cliente J,Telefone,App,6,Falha total,Resolvido
8035,Alta,Cliente G,Internet,WhatsApp,134,Reclamação atendimento,Resolvido
8036,Baixa,Cliente J,Telefone,Telefone,32,Falha total,Resolvido
8037,Baixa,Cliente K,TV,App,157,Solicitação de upgrade,Resolvido
8038,Alta,Cliente F,Internet,Telefone,78,Erro de cobrança,Resolvido
8039,Média,Cliente K,Internet,Email,76,Instabilidade,Resolvido
8040,Crítica,Cliente F,TV,Autoatendimento,128,Solicitação de upgrade,Aberto
8041,Crítica,Cliente G,Internet,Autoatendimento,194,Queda de sinal,Resolvido
8042,Baixa,Cliente G,Internet,WhatsApp,14,Falha total,Resolvido
8043,Baixa,Cliente A,Telefone,Autoatendimento,123,Queda de sinal,Aberto
8044,Alta,Cliente J,TV,Autoatendimento,147,Problema recorrente,Resolvido
8045,Média,Cliente E,Data Center,App,153,Reclamação atendimento,Resolvido
8046,Baixa,Cliente H,Internet,Autoatendimento,158,Mudança de endereço,Resolvido
8047,Alta,Cliente H,Telefone,Email,157,Erro de cobrança,Resolvido
8048,Baixa,Cliente C,Internet,Telefone,103,Falha total,Em andamento
8049,Alta,Cliente C,Internet,App,174,Solicitação de upgrade,Resolvido
8050,Baixa,Cliente G,Telefone,App,118,Queda de sinal,Aberto
8051,Baixa,Cliente D,Internet,Telefone,85,Lentidão,Resolvido
8052,Baixa,Cliente F,Internet,WhatsApp,12,Reclamação atendimento,Aberto
8053,Crítica,Cliente I,TV,Email,52,Solicitação de reembolso,Resolvido
8054,Alta,Cliente J,Telefone,Autoatendimento,60,Mudança de endereço,Aberto
8055,Alta,Cliente B,Data Center,WhatsApp,85,Mudança de endereço,Aberto
8056,Média,Cliente B,Internet,App,106,Solicitação de reembolso,Em andamento
8057,Média,Cliente F,Telefone,Autoatendimento,14,Solicitação de reembolso,Resolvido
8058,Baixa,Cliente C,Internet,Email,48,Solicitação de reembolso,Em andamento
8059,Média,Cliente A,Internet,Autoatendimento,89,Reclamação atendimento,Em andamento
8060,Média,Cliente B,Data Center,WhatsApp,172,Solicitação de reembolso,Resolvido
8061,Média,Cliente G,TV,Telefone,153,Falha total,Resolvido
8062,Baixa,Cliente D,Internet,Telefone,177,Solicitação de upgrade,Resolvido
8063,Crítica,Cliente L,TV,Telefone,64,Solicitação de reembolso,Aberto
8064,Baixa,Cliente B,Data Center,Telefone,146,Reclamação atendimento,Resolvido
8065,Crítica,Cliente K,Internet,Email,70,Instabilidade,Resolvido
8066,Baixa,Cliente L,Internet,Autoatendimento,55,Instabilidade,Resolvido
8067,Média,Cliente L,Internet,Telefone,143,Queda de sinal,Aberto
8068,Média,Cliente H,Nuvem,Telefone,16,Instabilidade,Resolvido
8069,Média,Cliente D,Internet,Autoatendimento,139,Problema recorrente,Resolvido
8070,Média,Cliente D,Internet,WhatsApp,151,Reclamação atendimento,Aberto
8071,Média,Cliente B,Telefone,Autoatendimento,96,Erro de cobrança,Aberto
8072,Média,Cliente A,Telefone,Email,14,Solicitação de reembolso,Aberto
8073,Alta,Cliente A,Nuvem,WhatsApp,82,Falha total,Resolvido
8074,Alta,Cliente C,Internet,Email,66,Lentidão,Resolvido
8075,Alta,Cliente F,Telefone,Autoatendimento,143,Lentidão,Aberto
8076,Baixa,Cliente G,Data Center,WhatsApp,45,Solicitação de upgrade,Resolvido
8077,Média,Cliente I,Internet,Telefone,168,Mudança de endereço,Em andamento
8078,Média,Cliente E,Internet,Autoatendimento,164,Mudança de endereço,Resolvido
8079,Média,Cliente I,TV,Email,118,Instabilidade,Em andamento
8080,Média,Cliente H,TV,Email,194,Problema recorrente,Em andamento
8081,Média,Cliente A,Internet,Telefone,28,Mudança de endereço,Resolvido
8082,Baixa,Cliente K,Internet,App,174,Solicitação de upgrade,Resolvido
8083,Baixa,Cliente L,TV,Email,58,Queda de sinal,Aberto
8084,Baixa,Cliente C,TV,Telefone,23,Solicitação de reembolso,Aberto
8085,Alta,Cliente H,Nuvem,Autoatendimento,35,Solicitação de upgrade,Resolvido
8086,Média,Cliente I,Nuvem,Telefone,138,Reclamação atendimento,Aberto
8087,Crítica,Cliente D,Internet,Telefone,51,Queda de sinal,Resolvido
8088,Alta,Cliente L,Nuvem,Autoatendimento,55,Queda de sinal,Em andamento
8089,Baixa,Cliente F,Internet,Telefone,187,Lentidão,Aberto
8090,Alta,Cliente D,Nuvem,Autoatendimento,101,Queda de sinal,Resolvido
8091,Alta,Cliente I,TV,Telefone,63,Mudança de endereço,Resolvido
8092,Média,Cliente B,Telefone,Autoatendimento,167,Solicitação de reembolso,Aberto
8093,Média,Cliente F,Telefone,Telefone,85,Solicitação de reembolso,Aberto
8094,Crítica,Cliente K,Internet,Autoatendimento,28,Solicitação de reembolso,Resolvido
8095,Média,Cliente C,Internet,WhatsApp,126,Lentidão,Em andamento
8096,Crítica,Cliente J,Internet,Telefone,65,Solicitação de reembolso,Resolvido
8097,Baixa,Cliente D,Nuvem,Email,132,Solicitação de reembolso,Em andamento
8098,Baixa,Cliente B,Telefone,App,128,Mudança de endereço,Em andamento
8099,Média,Cliente K,Internet,Autoatendimento,12,Lentidão,Aberto
8100,Média,Cliente H,Nuvem,Telefone,25,Mudança de endereço,Resolvido
8101,Alta,Cliente J,Internet,WhatsApp,30,Problema recorrente,Aberto
8102,Crítica,Cliente H,Nuvem,Autoatendimento,198,Mudança de endereço,Resolvido
8103,Média,Cliente A,Telefone,Autoatendimento,9,Reclamação atendimento,Resolvido
8104,Baixa,Cliente J,Telefone,Autoatendimento,20,Reclamação atendimento,Resolvido
8105,Alta,Cliente F,Internet,Telefone,69,Lentidão,Resolvido
8106,Média,Cliente A,Nuvem,Telefone,100,Problema recorrente,Resolvido
8107,Baixa,Cliente F,Internet,App,198,Lentidão,Resolvido
8108,Média,Cliente G,Internet,Telefone,125,Problema recorrente,Aberto
8109,Alta,Cliente B,Telefone,WhatsApp,49,Queda de sinal,Em andamento
8110,Alta,Cliente I,Nuvem,Telefone,169,Queda de sinal,Resolvido
8111,Média,Cliente H,Internet,Telefone,103,Queda de sinal,Resolvido
8112,Média,Cliente I,TV,Autoatendimento,196,Problema recorrente,Aberto
8113,Crítica,Cliente J,TV,App,145,Queda de sinal,Resolvido
8114,Média,Cliente D,Telefone,Autoatendimento,65,Solicitação de reembolso,Aberto
8115,Média,Cliente D,Telefone,Autoatendimento,9,Queda de sinal,Resolvido
8116,Média,Cliente L,Internet,Autoatendimento,110,Problema recorrente,Resolvido
8117,Alta,Cliente H,Internet,Autoatendimento,134,Lentidão,Resolvido
8118,Baixa,Cliente A,TV,Autoatendimento,124,Mudança de endereço,Resolvido
8119,Baixa,Cliente H,Internet,WhatsApp,154,Lentidão,Aberto
8120,Média,Cliente G,Telefone,Autoatendimento,54,Falha total,Resolvido
8121,Média,Cliente L,Internet,Telefone,50,Mudança de endereço,Resolvido
8122,Média,Cliente G,Telefone,Email,73,Lentidão,Em andamento
8123,Baixa,Cliente I,Telefone,Email,150,Erro de cobrança,Aberto
8124,Média,Cliente J,Nuvem,Telefone,52,Falha total,Aberto
8125,Média,Cliente G,Telefone,WhatsApp,175,Solicitação de reembolso,Aberto
8126,Baixa,Cliente B,Internet,Autoatendimento,10,Mudança de endereço,Resolvido
8127,Baixa,Cliente A,Internet,Email,65,Reclamação atendimento,Em andamento
8128,Crítica,Cliente A,Telefone,Telefone,24,Reclamação atendimento,Em andamento
8129,Alta,Cliente G,Telefone,WhatsApp,189,Falha total,Em andamento
8130,Baixa,Cliente E,TV,WhatsApp,188,Mudança de endereço,Resolvido
8131,Alta,Cliente D,Telefone,Telefone,137,Queda de sinal,Aberto
8132,Média,Cliente E,Nuvem,WhatsApp,193,Problema recorrente,Resolvido
8133,Crítica,Cliente J,Data Center,Telefone,55,Erro de cobrança,Resolvido
8134,Média,Cliente J,Internet,Telefone,93,Solicitação de reembolso,Resolvido
8135,Alta,Cliente F,TV,Email,16,Queda de sinal,Resolvido
8136,Baixa,Cliente L,Internet,Telefone,53,Falha total,Resolvido
8137,Média,Cliente J,Internet,Autoatendimento,180,Reclamação atendimento,Resolvido
8138,Crítica,Cliente F,Telefone,WhatsApp,5,Solicitação de reembolso,Resolvido
8139,Média,Cliente A,TV,App,163,Falha total,Resolvido
8140,Média,Cliente B,Internet,Telefone,102,Queda de sinal,Aberto
8141,Baixa,Cliente C,Nuvem,Email,153,Reclamação atendimento,Resolvido
8142,Alta,Cliente D,Internet,Telefone,150,Solicitação de reembolso,Resolvido
8143,Média,Cliente F,Internet,WhatsApp,131,Reclamação atendimento,Resolvido
8144,Média,Cliente L,Internet,App,8,Erro de cobrança,Em andamento
8145,Crítica,Cliente L,TV,Email,185,Erro de cobrança,Aberto
8146,Baixa,Cliente K,Internet,App,76,Solicitação de reembolso,Resolvido
8147,Média,Cliente I,Internet,Autoatendimento,77,Lentidão,Em andamento
8148,Crítica,Cliente L,Internet,Autoatendimento,197,Reclamação atendimento,Em andamento
8149,Média,Cliente B,Internet,Telefone,36,Reclamação atendimento,Resolvido
8150,Baixa,Cliente H,Internet,App,155,Solicitação de reembolso,Aberto
8151,Média,Cliente I,Internet,Email,147,Instabilidade,Resolvido
8152,Alta,Cliente B,Internet,Autoatendimento,65,Solicitação de reembolso,Resolvido
8153,Baixa,Cliente I,Telefone,Autoatendimento,123,Solicitação de reembolso,Resolvido
8154,Crítica,Cliente G,Internet,Email,57,Solicitação de reembolso,Em andamento
8155,Alta,Cliente I,TV,WhatsApp,56,Mudança de endereço,Aberto
8156,Baixa,Cliente F,Internet,WhatsApp,141,Solicitação de upgrade,Resolvido
8157,Alta,Cliente B,Internet,Email,38,Queda de sinal,Resolvido
8158,Média,Cliente H,TV,Autoatendimento,53,Falha total,Resolvido
8159,Média,Cliente J,Telefone,Autoatendimento,148,Erro de cobrança,Resolvido
8160,Alta,Cliente I,Data Center,App,16,Lentidão,Em andamento
8161,Crítica,Cliente L,Internet,Autoatendimento,128,Lentidão,Aberto
8162,Baixa,Cliente H,Nuvem,Autoatendimento,87,Problema recorrente,Resolvido
8163,Média,Cliente B,TV,Telefone,85,Instabilidade,Aberto
8164,Média,Cliente H,Nuvem,Telefone,108,Instabilidade,Resolvido
8165,Média,Cliente C,Data Center,Autoatendimento,181,Falha total,Em andamento
8166,Média,Cliente C,Internet,Email,78,Solicitação de reembolso,Em andamento
8167,Baixa,Cliente I,Internet,App,155,Reclamação atendimento,Aberto
8168,Alta,Cliente I,TV,Autoatendimento,46,Solicitação de reembolso,Em andamento
8169,Média,Cliente I,Internet,Email,97,Erro de cobrança,Resolvido
8170,Baixa,Cliente D,Nuvem,Autoatendimento,22,Queda de sinal,Aberto
8171,Alta,Cliente L,Internet,Autoatendimento,82,Instabilidade,Resolvido
8172,Alta,Cliente G,Nuvem,Telefone,54,Instabilidade,Resolvido
8173,Média,Cliente H,Internet,App,158,Solicitação de upgrade,Em andamento
8174,Média,Cliente E,Internet,App,177,Instabilidade,Aberto
8175,Média,Cliente A,Data Center,Autoatendimento,114,Instabilidade,Resolvido
8176,Média,Cliente I,Internet,Autoatendimento,148,Reclamação atendimento,Aberto
8177,Baixa,Cliente F,Internet,App,183,Instabilidade,Resolvido
8178,Alta,Cliente C,Internet,Autoatendimento,79,Falha total,Em andamento
8179,Baixa,Cliente C,Nuvem,Email,128,Reclamação atendimento,Resolvido
8180,Baixa,Cliente J,TV,Autoatendimento,120,Lentidão,Em andamento
8181,Baixa,Cliente A,Nuvem,WhatsApp,104,Reclamação atendimento,Aberto
8182,Baixa,Cliente H,Telefone,Telefone,88,Erro de cobrança,Resolvido
8183,Baixa,Cliente B,Internet,Telefone,106,Queda de sinal,Aberto
8184,Crítica,Cliente L,Internet,Email,3,Reclamação atendimento,Aberto
8185,Média,Cliente A,Internet,Autoatendimento,116,Erro de cobrança,Em andamento
8186,Baixa,Cliente G,Telefone,Telefone,33,Solicitação de upgrade,Resolvido
8187,Baixa,Cliente K,TV,Telefone,103,Mudança de endereço,Aberto
8188,Crítica,Cliente I,Internet,Autoatendimento,63,Problema recorrente,Resolvido
8189,Média,Cliente F,Internet,Autoatendimento,98,Queda de sinal,Em andamento
8190,Média,Cliente H,Internet,Autoatendimento,123,Solicitação de upgrade,Aberto
8191,Alta,Cliente H,Internet,Autoatendimento,136,Instabilidade,Resolvido
8192,Média,Cliente I,Internet,App,99,Erro de cobrança,Em andamento
8193,Média,Cliente G,Internet,Telefone,197,Mudança de endereço,Resolvido
8194,Baixa,Cliente I,Internet,Telefone,85,Mudança de endereço,Aberto
8195,Média,Cliente I,Nuvem,WhatsApp,151,Reclamação atendimento,Resolvido
8196,Média,Cliente L,Internet,WhatsApp,158,Erro de cobrança,Aberto
8197,Alta,Cliente K,Nuvem,Telefone,108,Instabilidade,Resolvido
8198,Média,Cliente A,Internet,Telefone,102,Falha total,Resolvido
8199,Média,Cliente F,Telefone,Telefone,132,Problema recorrente,Aberto
8200,Baixa,Cliente L,Internet,Autoatendimento,23,Queda de sinal,Aberto
8201,Baixa,Cliente H,Telefone,App,85,Erro de cobrança,Aberto
8202,Média,Cliente J,Internet,Email,90,Instabilidade,Resolvido
8203,Crítica,Cliente I,Internet,WhatsApp,107,Problema recorrente,Resolvido
8204,Média,Cliente D,Nuvem,Telefone,182,Falha total,Resolvido
8205,Média,Cliente B,Telefone,WhatsApp,94,Queda de sinal,Em andamento
8206,Baixa,Cliente K,Internet,Telefone,186,Solicitação de reembolso,Resolvido
8207,Baixa,Cliente I,Internet,Telefone,139,Instabilidade,Em andamento
8208,Baixa,Cliente I,Internet,Telefone,104,Lentidão,Resolvido
8209,Média,Cliente L,TV,App,102,Problema recorrente,Em andamento
8210,Baixa,Cliente H,Telefone,WhatsApp,41,Problema recorrente,Aberto
8211,Baixa,Cliente C,Internet,Autoatendimento,115,Instabilidade,Aberto
8212,Alta,Cliente E,Internet,Telefone,149,Solicitação de upgrade,Aberto
8213,Baixa,Cliente B,Telefone,Telefone,126,Mudança de endereço,Aberto
8214,Média,Cliente C,Internet,WhatsApp,88,Mudança de endereço,Em andamento
8215,Média,Cliente A,Telefone,WhatsApp,12,Problema recorrente,Aberto
8216,Média,Cliente D,TV,Telefone,137,Queda de sinal,Em andamento
8217,Média,Cliente E,TV,App,94,Lentidão,Aberto
8218,Média,Cliente L,Internet,App,37,Instabilidade,Em andamento
8219,Média,Cliente B,Nuvem,App,154,Lentidão,Resolvido
8220,Alta,Cliente C,Internet,Telefone,168,Solicitação de upgrade,Em andamento
8221,Alta,Cliente L,Telefone,Telefone,99,Solicitação de reembolso,Aberto
8222,Baixa,Cliente F,Data Center,Telefone,112,Falha total,Aberto
8223,Baixa,Cliente F,Telefone,Telefone,97,Lentidão,Resolvido
8224,Crítica,Cliente G,Telefone,App,63,Queda de sinal,Aberto
8225,Média,Cliente L,Internet,Autoatendimento,106,Erro de cobrança,Em andamento
8226,Média,Cliente I,Nuvem,Email,150,Mudança de endereço,Resolvido
8227,Média,Cliente D,Internet,Telefone,148,Reclamação atendimento,Aberto
8228,Baixa,Cliente E,TV,Autoatendimento,154,Erro de cobrança,Em andamento
8229,Média,Cliente K,Internet,WhatsApp,88,Lentidão,Aberto
8230,Média,Cliente B,Internet,Autoatendimento,134,Falha total,Aberto
8231,Baixa,Cliente F,Internet,Autoatendimento,128,Instabilidade,Aberto
8232,Média,Cliente D,Internet,Email,84,Instabilidade,Em andamento
8233,Alta,Cliente E,Nuvem,WhatsApp,13,Solicitação de reembolso,Resolvido
8234,Média,Cliente G,Nuvem,Autoatendimento,104,Falha total,Em andamento
8235,Baixa,Cliente F,Telefone,App,154,Solicitação de upgrade,Em andamento
8236,Média,Cliente H,Internet,Autoatendimento,6,Reclamação atendimento,Aberto
8237,Alta,Cliente F,Internet,Telefone,77,Erro de cobrança,Aberto
8238,Alta,Cliente J,Telefone,Autoatendimento,156,Problema recorrente,Em andamento
8239,Média,Cliente H,Internet,Autoatendimento,5,Solicitação de reembolso,Resolvido
8240,Baixa,Cliente D,TV,Autoatendimento,117,Mudança de endereço,Aberto
8241,Alta,Cliente L,Internet,Email,84,Lentidão,Resolvido
8242,Alta,Cliente G,TV,App,174,Falha total,Resolvido
8243,Baixa,Cliente C,Nuvem,App,176,Problema recorrente,Em andamento
8244,Média,Cliente A,Telefone,WhatsApp,107,Lentidão,Resolvido
8245,Média,Cliente I,Nuvem,Email,157,Erro de cobrança,Resolvido
8246,Média,Cliente I,TV,WhatsApp,36,Lentidão,Aberto
8247,Baixa,Cliente F,TV,Telefone,145,Solicitação de upgrade,Aberto
8248,Média,Cliente B,Internet,WhatsApp,141,Falha total,Aberto
8249,Crítica,Cliente H,Internet,App,81,Solicitação de upgrade,Aberto
8250,Alta,Cliente J,Nuvem,Autoatendimento,76,Solicitação de upgrade,Resolvido
8251,Crítica,Cliente F,Telefone,Telefone,44,Solicitação de reembolso,Resolvido
8252,Crítica,Cliente G,TV,Telefone,29,Reclamação atendimento,Resolvido
8253,Baixa,Cliente A,Telefone,Telefone,82,Reclamação atendimento,Aberto
8254,Média,Cliente C,Internet,WhatsApp,20,Reclamação atendimento,Resolvido
8255,Média,Cliente A,Data Center,Telefone,197,Mudança de endereço,Aberto
8256,Alta,Cliente J,Internet,Autoatendimento,75,Falha total,Aberto
8257,Baixa,Cliente A,Nuvem,Telefone,124,Instabilidade,Resolvido
8258,Crítica,Cliente L,Internet,WhatsApp,56,Erro de cobrança,Resolvido
8259,Média,Cliente L,Internet,Telefone,84,Queda de sinal,Em andamento
8260,Alta,Cliente K,Internet,App,165,Lentidão,Em andamento
8261,Baixa,Cliente A,Data Center,Telefone,63,Problema recorrente,Em andamento
8262,Baixa,Cliente D,Nuvem,Autoatendimento,108,Reclamação atendimento,Em andamento
8263,Alta,Cliente G,Nuvem,Telefone,168,Solicitação de upgrade,Aberto
8264,Baixa,Cliente G,Internet,Autoatendimento,117,Mudança de endereço,Em andamento
8265,Alta,Cliente L,Internet,Telefone,42,Solicitação de upgrade,Em andamento
8266,Baixa,Cliente E,TV,Telefone,189,Problema recorrente,Resolvido
8267,Média,Cliente L,Internet,WhatsApp,87,Erro de cobrança,Aberto
8268,Média,Cliente F,TV,Telefone,67,Falha total,Resolvido
8269,Média,Cliente B,TV,App,188,Solicitação de reembolso,Resolvido
8270,Alta,Cliente E,Internet,Telefone,98,Solicitação de reembolso,Em andamento
8271,Média,Cliente G,TV,Autoatendimento,169,Queda de sinal,Resolvido
8272,Baixa,Cliente I,Nuvem,Autoatendimento,20,Mudança de endereço,Resolvido
8273,Baixa,Cliente F,Data Center,App,56,Falha total,Em andamento
8274,Média,Cliente L,Telefone,Telefone,113,Problema recorrente,Aberto
8275,Média,Cliente J,TV,Telefone,47,Problema recorrente,Resolvido
8276,Alta,Cliente D,Telefone,Autoatendimento,5,Problema recorrente,Resolvido
